Имя,Ссылка,Изображение,Дата публикации,Время публикации,Описание
Китайские туристы &quot;молодеют&quot;,https://visit-russia.ru/ru/novosti/344-quot-quot.html,https://visit-russia.ru/images/arc_36/kitajskie_turisti_quotmolodeyutquot.jpg,27.05.2016,10:00,"Туристический поток из Китая на протяжении последних пяти лет показывает стабильно положительную динамику, в прошлом году рост числа путешественников из Поднебесной, по данным Туристической ассоциации ""Мир без границ"", составил 87% только в рамках безвизового группового обмена, по которому нашу страну посетило порядка 540 тыс. туристов из КНР.
Набирают популярность и путешествия по Ро......"
В Санкт-Петербурге состоится совещание по вопросам китайского въездного туризма с участием Ростуризма,https://visit-russia.ru/ru/novosti/1446-.html,https://visit-russia.ru/images/arc_36/v_sankt-peterburge_sostoitsya_soveshanie_po_voprosam_kitajskogo_vezdnogo_turizma_s_uchastiem_rosturizma.jpg,27.05.2016,10:00,"Расширенное совещание по актуальным вопросам и проблемам китайского въездного туризма с участием руководства Федерального агентства по туризму, Комитета по развитию туризма Санкт-Петербурга, членов и исполнительной дирекции Туристической ассоциации «Мир без границ», туристических компаний, входящих в список по реализации межправительственного Соглашения о безвизовых групповых туристических поез......"
В Ростуризме состоялось совещание по вопросам обслуживания китайских туристов на территории Российской Федерации,https://visit-russia.ru/ru/novosti/1450-.html,https://visit-russia.ru/images/arc_36/v_rosturizme_sostoyalos_soveshanie_po_voprosam_obsluzhivaniya_kitajskih_turistov_na_territorii_rossijskoj_fede.jpg,27.05.2016,10:00,"26 мая 2016 года в Федеральном агентстве по туризму состоялось совещание «Проблемные вопросы обслуживания китайских туристов на территории Российской Федерации».
В мероприятии приняли участие представители Федерального агентства по туризму, Департамента национальной политики, межрегиональных связей и туризма города Москвы, Комитета по развитию туризма Санкт-Петербурга,......"
Официальное обращение Туристической ассоциации «Мир без границ» к туристическому сообществу,https://visit-russia.ru/ru/novosti/1418-.html,https://visit-russia.ru/images/,24.05.2016,10:00,"Туристическая ассоциация «Мир без границ», свыше 14 лет работающая в отрасли и объединяющая более 160 компаний в сфере российско-китайского туризма, обращается к профессиональному туристическому сообществу России и отраслевым средствам массовой информации воздержаться от комментариев и тиражирования искажающих  действительность материалов, распространяемых в сети Интернет Ассоциацией содействия......"
Первый в 2016 году этап роуд-шоу Visit Russia состоялся в Пекине,https://visit-russia.ru/ru/novosti/1417-2016-visit-russia.html,https://visit-russia.ru/images/arc_35/pervij_v_2016_godu_etap_roud-shou_visit_russia_sostoyalsya_v_pekine.jpg,23.05.2016,10:00,"В Пекине (КНР) 20 мая 2016 года состоялся первый этап роуд-шоу, организованного Федеральным агентством по туризму и ФГУП «Национальный маркетинговый центр по туризму Visit Russia» при информационной поддержке Туристической ассоциации «Мир без границ».
Открыл первый этап роуд-шоу Visit Russia заместитель руководителя Федерального агентства по туризму Сергей Корне......"
Поздравляем!,https://visit-russia.ru/ru/novosti/1419-.html,https://visit-russia.ru/images/arc_35/pozdravlyaem_2.jpg,17.05.2016,10:00,"Сегодня день рождения празднует исполнительный директор Туристической ассоциации «Мир без границ» Светлана Владимировна Пятихатка.
Коллектив ассоциации от всей души поздравляет Светлану Владимировну и желает крепкого здоровья, успехов во всех начинаниях и отличного настроения!......"
С Днем Победы!,https://visit-russia.ru/ru/novosti/1420-.html,https://visit-russia.ru/images/arc_35/s_dnem_pobedi.jpg,08.05.2016,10:00,"Дорогие друзья!
Поздравляем вас с праздником Великой Победы! Желаем счастья, добра и мирного неба над головой!
День Победы - действительно всенародный праздник, это  день благодарности за нечеловеческий подвиг героев, подаривших нам возможность жить в свободном мире и отстоявших наше будущее.
Помним, чтим и гордимся!......"
На майские праздники в Москве отдохнет 5500 китайских туристов,https://visit-russia.ru/ru/novosti/1421-5500.html,https://visit-russia.ru/images/arc_35/na_majskie_prazdniki_v_moskve_otdohnet_5500_kitajskih_turistov.jpg,06.05.2016,10:00,"По данным Туристической ассоциации «Мир без границ» в Москву с 1 по 9 мая в составе более 170 тургрупп приедет почти 5500 путешественников из Китая в рамках безвизового группового туристического обмена. В 2015 году за аналогичный период в Москве побывало менее 5200 туристов из КНР в составе «безвизовых» групп.
Светлана Пятихатка, исполнительный директор Туристической ассоциации «Мир без......"
"В программу China Friendly вступили 3 московских отеля: Korston, «Останкино» и хоcтел «Клевер»",https://visit-russia.ru/ru/novosti/1440-china-friendly-3-korston-c.html,https://visit-russia.ru/images/arc_35/v_programmu_china_friendly_vstupili_3_moskovskih_otelya_korston-_ostankino_i_hoctel_klever.jpg,06.05.2016,10:00,"В первые дни мая к программе China Friendly присоединились 3 московских отеля Korston Club Hotel 4*, «Останкино» 3* и хоcтел «Клевер». «Клевер» стал первым в России хостелом, успешно прошедшим сертификацию.
Хоcтел «Клевер»
Все гостин......"
«В каждом городе по маршруту может быть свой сопровождающий»,https://visit-russia.ru/ru/novosti/1422-.html,https://visit-russia.ru/images/arc_35/v_kazhdom_gorode_po_marshrutu_mozhet_bit_svoj_soprovozhdayushij.jpg,04.05.2016,10:00,"В Санкт-Петербурге 30 мая 2016 года пройдет совещание участников ассоциации «Мир без границ», участие в котором примут представители руководства Комитета по туризму северной столицы, а возможно, и представители Ростуризма. Встреча будет посвящена вопросам безвизового туризма с Китаем.
Одной из центральных тем станет подготовка и аккредитация лиц, сопровождающих безвизовые группы китайск......"
