Имя,Ссылка,Изображение,Дата публикации,Время публикации,Описание
"Председатель Правления НП «ОМИТ «Мир без границ» принял участие в пресс-конференции, посвященной Годам российского и китайского туризма",https://visit-russia.ru/ru/novosti/414-.html,https://visit-russia.ru/images/,11.12.2012,10:00,"7 декабря в пресс-центре РИА Новости состоялась пресс-конференция, посвященная подведению итогов Года российского туризма в Китае и обсуждению перспектив Года китайского туризма в России. В мероприятии приняли участие руководитель Федерального агентства по туризму Александр Радьков, руководитель Государственного управления по делам туризма КНР Шао Цивей, прочие представители Ростуризма и ГУТ КН......"
Председатель Правления НП «ОМИТ «Мир без границ» И.Введенский примет участие в пресс-конференции по итогам Года российского туризма в Китае,https://visit-russia.ru/ru/novosti/415-.html,https://visit-russia.ru/images/,05.12.2012,10:00,"7 декабря в 11:00 в пресс-центре РИА Новости состоится совместная пресс-конференция руководителя Федерального агентства по туризму Александра Радькова и руководителя Государственного управления по делам туризма КНР Шао Цивея на тему «Итоги Года российского туризма в Китае и перспективы проведения в 2013 году Года китайского туризма в России».
Во время мероприятия будут подняты следующие......"
Для поездки в Китай российские журналисты предпочтут групповые безвизовые списки индивидуальным визам,https://visit-russia.ru/ru/novosti/416-.html,https://visit-russia.ru/images/,04.12.2012,10:00,"В середине ноября 2012 группа российских журналистов приняла участие в мероприятиях закрытия Года российского туризма в Китае в рамках пресс-тура, организованного некоммерческим партнерством «Мир без границ». В период с 14 по 17 ноября в Шанхае представители ведущих СМИ посетили объединенную российскую экспозицию на специализированной туристической выставке CITM, II саммит Российско-Китайского......"
Инвестиционное сотрудничество в сфере туризма – новое направление российско-китайского стратегического диалога,https://visit-russia.ru/ru/novosti/418-.html,https://visit-russia.ru/images/arc_6/investicionnoe_sotrudnichestvo_v_sfere_turizma_novoe_napravlenie_rossijsko-kitajskogo_strategicheskogo_dial.jpg,19.11.2012,10:00,"16 ноября в Шанхае в конференц-центре отеля Pudong Shangri-La состоялся II саммит Российско-Китайского Туристического Форума, посвященный вопросам инвестиционного сотрудничества в реализации туристических проектов на территории Российской Федерации. Мероприятие было организовано НП «Мир без границ» и Китайской академией туризма при поддержке Ростуризма, ГУТ КНР и Российско-Китайской межправител......"
Презентация российского турпродукта на выставке CITM собрала более 150 гостей,https://visit-russia.ru/ru/novosti/417-citm-150.html,https://visit-russia.ru/images/,16.11.2012,10:00,"15-18 ноября в Шанхайском международном выставочном центре проходит специализированная выставка China International Travel Mart (CITM 2012), официальным партнером которой в этом году стала Россия. В первый день выставки российский стенд посетили Руководитель Ростуризма Александр Радьков и представители Государственного управления туризма Китая.
В этом году в выставке CITM приняло участи......"
Выставка China International Travel Mart (CITM),https://visit-russia.ru/ru/novosti/419-china-international-travel-mart-citm.html,https://visit-russia.ru/images/,15.11.2012,10:00,"Крупнейшая международная туристская выставка в Азии, CITM (China International Travel Mart), состоится 15 – 18 ноября 2012 года в Шанхае (КНР). Мероприятие проходит ежегодно под патронажем Государственного управления по туризму КНР поочередно в Шанхае и Куньмине.
Россия является постоянным участником CITM. Традиционно организатором единого национального стенда и деловой программы россий......"
Инвестиции в российские турпроекты – главная тема второго саммита Российско-Китайского туристического форума,https://visit-russia.ru/ru/novosti/420-.html,https://visit-russia.ru/images/,12.11.2012,10:00,"Второй саммит Российско-Китайского туристического форума состоится 16 ноября в Шанхае. Мероприятие станет завершит Год российского туризма в Китае.
Российско-Китайский туристический форум работает под патронажем Федерального агентства по туризму (Ростуризм), Государственного управления по делам туризма Китайской Народной Республи......"
Выставка Taipei International Travel Fair,https://visit-russia.ru/ru/novosti/421-taipei-international-travel-fair.html,https://visit-russia.ru/images/arc_7/vistavka_taipei_international_travel_fair.jpg,26.10.2012,10:00,"C 26 по 29 октября 2012 года  в Тайпее (КНР) пройдет международная туристическая выставка ""Taipei International Travel Fair"" (ТITF) . В работе форума участвуют представители национальных и региональных туристических компаний, туристические агенты, туроператоры, представители авиакомпаний и агентств по прокату автомобилей, организаторы круизов, представители отелей и гостиниц, страховые агенты,......"
"И.Введенский: Важно не только готовить молодых специалистов для туриндустрии, но и повышать квалификацию уже занятых в этой сфере работников",https://visit-russia.ru/ru/novosti/422-.html,https://visit-russia.ru/images/,19.10.2012,10:00,"Во Владивостоке на базе Дальневосточного федерального университета прошел V-й Российско-Китайский форум по подготовке кадров для индустрии туризма «Международное образование в интересах индустрии туризма: новые возможности для расширения российско-китайского сотрудничества». В форуме принимали участие представители Федерального агентства по туризму России, Государственного управления по делам т......"
"Членам партнерства, осуществляющим деятельность по реализации Соглашения между Правительством РФ и Правительством КНР о безвизовых групповых туристических поездках от 29 февраля 2000 года",https://visit-russia.ru/ru/novosti/424-29-2000.html,https://visit-russia.ru/images/,18.10.2012,10:00,"Информируем Вас о том, что для продолжения работы в 2013 году в рамках Соглашения между Правительством РФ и Правительством КНР о безвизовых групповых туристических поездках, необходимо подать соответствующие документы ( Образец №1) в свой орган координации в срок до 15 ноября 2012 года. Для компаний, которые ещё не состоят в Списках, но хотят подключиться к безвизовому Соглашению, именно сейчас......"
