Имя,Ссылка,Изображение,Дата публикации,Время публикации,Описание
Минэкономразвития дает ход закону о гидах-переводчиках,https://visit-russia.ru/ru/novosti/578-.html,https://visit-russia.ru/images/arc_10/minekonomrazvitiya_daet_hod_zakonu_o_gidah-perevodchikah.jpg,28.05.2019,10:00,"Законопроект об аттестации гидов-переводчиков находится на последних стадиях согласования и предположительно поступит в Госдуму этим летом. Об этом сообщает портал Tourdom.ru со ссылкой на президента Ассоциации гидов-переводчиков, экскурсоводов и турменеджеров Александра Ос......"
Китайское золото Эрмитажа к услугам туристов из КНР,https://visit-russia.ru/ru/novosti/579-.html,https://visit-russia.ru/images/arc_10/kitajskoe_zoloto_ermitazha_k_uslugam_turistov_iz_knr.jpg,27.05.2019,10:00,"Вообще-то в Государственном Эрмитаже (Санкт-Петербург) хранится не только китайское золото. Музей обладает различными историческими и культурными памятниками, которые создавались в Китае, начиная со 2-го тысячелетия до н.э.  – до XX века. Например, коллекция китайских шелковых тканей, состоящая из порядка 300 предметов, найденных в гуннском могильнике Ноин-Ула (II век до н.э. – II век......"
В Совете Федерации «Мир без границ» выступил за полноценный диалог туристических предприятий по работе с Китаем с Минэкономразвитием,https://visit-russia.ru/ru/novosti/581-.html,https://visit-russia.ru/images/arc_10/v_sovete_federacii_mir_bez_granic_vistupil_za_polnocennij_dialog_turisticheskih_predpriyatij_po_rabote_s_ki.jpg,27.05.2019,10:00,"24 мая в Совете Федерации ФС РФ прошло заседание Экспертного совета по туризму при Комитете СФ по социальной политике. В мероприятии приняли участие председатель Комитета Валерий Рязанский, заместитель председателя Комитета Игорь Фомин, заместитель министра экономического развития РФ Сергей Галкин, помощник заместителя председа......"
«Мир без границ» представил Россию на международной конференции «Диалог цивилизаций Азии» в Пекине,https://visit-russia.ru/ru/novosti/582-.html,https://visit-russia.ru/images/arc_10/mir_bez_granic_predstavil_rossiyu_na_mezhdunarodnoj_konferencii_dialog_civilizacij_azii_v_pekine.jpg,22.05.2019,10:00,"15 мая в Пекине прошла международная конференция Dialogue of Asia Civilizations – одно из наиболее статусных мероприятий в календаре событий, формируемых руководством КНР.
Тема гармоничного мира и взаимовлияния народов – очень китайская. И в то же время – крайне уместная в условиях нынешних геополитических реалий. Наверное, по этой причине среди участников и гостей боль......"
Си Цзиньпин: китайцы совершили более 160 млн выездных поездок в 2018 году,https://visit-russia.ru/ru/novosti/583-160-2018.html,https://visit-russia.ru/images/arc_10/si_czinpin_kitajci_sovershili_bolee_160_mln_viezdnih_poezdok_v_2018_godu.jpeg,15.05.2019,10:00,"Китайцы совершили более 160 млн выездных поездок в 2018 году, а количество въездных поездок зарубежных туристов превысило 140 млн, сообщил председатель КНР Си Цзиньпин, выступая на церемонии открытия Конференции по диалогу между цивилизациями Азии в Пекине.
Си Цзиньпин назвал их ""важными силами для содействия обменам и взаимному заимствованию между китайской и зарубежными цивилизациями""......"
Китайских туристов ждут в Финляндии,https://visit-russia.ru/ru/novosti/584-.html,https://visit-russia.ru/images/arc_10/kitajskih_turistov_zhdut_v_finlyandii.jpeg,15.05.2019,10:00,"Активный рост потоков китайских туристов в Россию привлекает все большее внимание Финляндии.
13 мая 2019 года в Санкт-Петербурге представителями Савонлинны и Ленинградской области было подписано партнерское российско-финское соглашение по проекту «Туристский коридор «Санкт-Петербург – Сайма». Проект реализуется в рамках программы приграничного сотрудничества «Россия – Юго-Восточная Фин......"
В Китае открывается конференция «Диалог Азиатских цивилизаций»,https://visit-russia.ru/ru/novosti/585-.html,https://visit-russia.ru/images/arc_10/v_kitae_otkrivaetsya_konferenciya_dialog_aziatskih_civilizacij.jpeg,14.05.2019,10:00,"Конференция «Диалог Азиатских цивилизаций» открывается во вторник, 15 мая, в Пекине. Главная тема мероприятия - обмен и взаимное обучение представителей цивилизаций и обществ стран Азии с общим будущим. Организатор конференции - Министерство культуры и туризма КНР.
Главная тема мероприятия - поиск новых путей диалога между странами региона в различных сферах прикладного и гуманитарного......"
Китая не оказалось в списке стран на субсидирование въездного туризма,https://visit-russia.ru/ru/novosti/586-.html,https://visit-russia.ru/images/arc_10/kitaya_ne_okazalos_v_spiske_stran_na_subsidirovanie_vezdnogo_turizma.jpg,08.05.2019,10:00,"Отсутствие Китая в списке целевых стран в постановлении правительства РФ № 534 о правилах предоставления субсидий из федерального бюджета организациям, обеспечивающим прирост иностранных туристов в России, требует дополнительных разъяснений. Такое мнение в интервью РИА Новости высказал исполнительный директор туристической ассоциации ""Мир без границ"" Александр Агамов.
Во вторник на порт......"
Путин: Число китайских туристов в Россию удвоилось за пять лет,https://visit-russia.ru/ru/novosti/587-.html,https://visit-russia.ru/images/arc_10/putin_chislo_kitajskih_turistov_v_rossiyu_udvoilos_za_pyat_let.jpg,25.04.2019,10:00,"Число китайских туристов, посетивших Россию, увеличилось почти в два раза за пять лет, заявил президент РФ Владимир Путин......."
К 70-летию образования КНР Музей современной истории России представит подарки китайских лидеров,https://visit-russia.ru/ru/novosti/600-70.html,https://visit-russia.ru/images/arc_10/k_70-letiyu_obrazovaniya_knr_muzej_sovremennoj_istorii_rossii_predstavit_podarki_kitajskih_liderov.jpg,23.04.2019,10:00,"В Музее современной истории России состоялась ознакомительная экскурсия для туроператоров по Китаю - представителям компаний показали экспонаты из основной экспозиции и открытого хранения, среди которых есть уникальные подарки от руководителей КНР главам Российского государства, сделанные в разное время. Как сообщили представители музея, представленные экспонаты войдут в экспозицию, приуроченну......"
