Имя,Ссылка,Изображение,Дата публикации,Время публикации,Описание
В 2017 году в Москву и Санкт-Петербург приехало на 32% больше китайских туристов в рамках безвизовой программы,https://visit-russia.ru/ru/novosti/1245-2017-32.html,https://visit-russia.ru/images/,09.01.2018,10:00,"По данным компании «МБГ- Сервис» в 2017 года Москву и Санкт-Петербург по безвизовой программе посетило на 32% больше китайских туристов, чем в аналогичный период 2016 года.
«Москва и Санкт-Петербург по-прежнему остаются самыми популярными туристическими направлениями у безвизовых туристических групп из КНР. Несмотря на то, что по мнению некоторых экспертов турбизнеса, емкость двух столи......"
Туристов из Китая все больше привлекают туры в Арктику и Антарктику,https://visit-russia.ru/ru/novosti/1249-.html,https://visit-russia.ru/images/arc_30/turistov_iz_kitaya_vse_bolshe_privlekayut_turi_v_arktiku_i_antarktiku.jpg,09.01.2018,10:00,"Китайские туристы в сезоне 2017 года стали лидерами среди иностранных туристов, посетивших национальный парк «Русская Арктика». Число гостей из КНР составило 18% от всего объема туристического потока за три летних месяца. Об этом ассоциации «Мир без границ» сообщила пресс-секретарь Национального парка «Русская Арктика» Юлия Петрова.
«В летнем сезоне 2017 года Национальный парк «Русская......"
С Новым годом!,https://visit-russia.ru/ru/novosti/1258-.html,https://visit-russia.ru/images/arc_30/s_novim_godom.jpg,28.12.2017,10:00,Описание не найдено
"Все российские туристы, задержавшиеся на о.Хайнань, вернулись в Санкт-Петербург",https://visit-russia.ru/ru/novosti/1247-.html,https://visit-russia.ru/images/,26.12.2017,10:00,"Все 140 туристов компании «Матрешка-Тур», задержавшихся на острове Хайнань из-за отмены китайскими авиационными властями чартера авиакомпании Pegas Fly, запланированного на 22 декабря, вылетели с острова Хайнань. Об этом ассоциации «Мир без границ» сообщила директор по маркетингу компании «Матрешка Тур» Елена Бутенко.
«На 10:00 26 декабря 106 человек уже успели добраться до Санкт-Петерб......"
Полетная чартерная программа туроператора «Матрешка-Тур» из Санкт-Петербурга на о.Хайнань приостановлена,https://visit-russia.ru/ru/novosti/1252-.html,https://visit-russia.ru/images/arc_30/poletnaya_charternaya_programma_turoperatora_matreshka-tur_iz_sankt-peterburga_na_ohajnan_priostanovlena.jpg,22.12.2017,10:00,"140 туристов компании «Матрешка –Тур» не могут вылететь в Санкт-Петербург с о.Хайнань из-за невозможности авиакомпании Pegas Fly получить официальные слоты от китайских авиационных властей. «Сейчас руководство компании в круглосуточном режиме решает ситуацию по вывозу туристов с острова Хайнань в Санкт-Петербург. Все 140 человек с 19 декабря были размещены в отеле 5* города Боао, в данный момен......"
WTA выступит партнером VI Российско-Китайского туристического форума,https://visit-russia.ru/ru/novosti/1250-wta-vi.html,https://visit-russia.ru/images/,20.12.2017,10:00,"Всемирный Туристический Альянс (World Tourism Alliance - WTA) выступит партнером и примет участие в саммите VI Российско-Китайского туристического форума, который будет проходить 11-12 марта 2018 года на площадке XIII Международной туристской выставки «Интурмаркет – 2018» в «Крокус-Экспо» в Москве.
Российско-Китайский форум будет посвящен актуальным задачам продвижения новых туристическ......"
О безопасности отдыха в Китае в связи с сообщениями о случаях заболевания чумой,https://visit-russia.ru/ru/novosti/1251-.html,https://visit-russia.ru/images/,20.12.2017,10:00,"В связи с сообщением, распространенным 19 декабря Роспотребнадзором о вспышке чумы в китайской провинции Ганьсу, Туристическая ассоциация «Мир без границ» обращается к туристам и туроператорам с просьбой руководствоваться данной информацией при выборе маршрута поездок в КНР......."
VI Саммит Российско-Китайского туристического форума состоится на полях «Интурмаркет – 2018»,https://visit-russia.ru/ru/novosti/1253-vi-2018.html,https://visit-russia.ru/images/arc_30/vi_sammit_rossijsko-kitajskogo_turisticheskogo_foruma_sostoitsya_na_polyah_inturmarket_2018.png,19.12.2017,10:00,"11-12 марта 2018 года на площадке XIII Международной туристской выставки «Интурмаркет – 2018» в «Крокус-Экспо», Павильон №2, пройдет VI саммит Российско-Китайского туристического форума, который будет посвящен актуальным задачам продвижения новых туристических направлений, перспективным вопросам изменения объемов въездного и выездного потоков и «китайскому фактору» как драйверу глобального тури......"
Координационный совет проекта «Российское гостеприимство» предложил создать единую национальную маркетинговую стратегию,https://visit-russia.ru/ru/novosti/1259-.html,https://visit-russia.ru/images/arc_31/koordinacionnij_sovet_proekta_rossijskoe_gostepriimstvo_predlozhil_sozdat_edinuyu_nacionalnuyu_marketingov.jpg,15.12.2017,10:00,"Заместитель руководителя Ростуризма Николай Королев в рамках заседания Координационного совета проекта «Российское гостеприимство» озвучил ключевые маркетинговые задачи для въездного туризма в Россию. Среди них он отметил создание национальной маркетинговой стратегии, организацию взаимодействия офисов Visit Russia и ТИЦ, изучение опыта успешно привлекающих туристов регионов и развитие программ,......"
Pegas Fly будет летать из аэропорта «Жуковский» в восемь городов КНР,https://visit-russia.ru/ru/novosti/1255-pegas-fly.html,https://visit-russia.ru/images/,12.12.2017,10:00,"Международный аэропорт «Жуковский» и авиакомпания Pegas Fly открыли регулярное авиасообщение между Россией и КНР по маршруту Москва-Цзинань-Москва. Рейсы будут осуществляться два раза в неделю и обслуживать туристические безвизовые группы. Об этом ассоциации «Мир без границ» сообщили в пресс-службе аэропорта «Жуковский».
«Pegas Fly начал реализацию российско-китайской полетной программы......"
